,Unnamed: 0,filename,label,x_perplexity,c_perplexity,x_perplexity_label,top 5 c_perplexity class,top 5 x_perplexity class
34,34,21316.jpg,forest,0.6666666666666666,2.0953469954332915,0.6-0.7,"[('street', 0.27803344943095004), ('buildings', 0.21211161682731472), ('glacier', 0.1669306751646218), ('forest', 0.14926129589093762), ('mountain', 0.13379158846873904)]","[('street', 1), ('glacier', 1), ('forest', 1)]"
35,35,20801.jpg,forest,1.0,1.6625695244078398,1,"[('buildings', 0.20153067994397134), ('glacier', 0.16962507972493768), ('street', 0.12868149710993748), ('forest', 0.11230141716077924), ('mountain', 0.10141294430650304)]","[('buildings', 1), ('mountain', 1), ('street', 1)]"
36,36,21538.jpg,forest,0.6666666666666666,2.4886496939778278,0.6-0.7,"[('street', 0.438848964869976), ('buildings', 0.35168956220149994), ('mountain', 0.17395748841227032), ('Unnamed: 0', 0.15463452096446414), ('glacier', 0.10148844224750064)]","[('mountain', 1), ('forest', 1), ('glacier', 1)]"
37,37,23688.jpg,forest,1.0,1.9383167095133853,1,"[('glacier', 0.2170907295658253), ('mountain', 0.17166197803453542), ('street', 0.17079883032420184), ('buildings', 0.17053804348688573), ('forest', 0.1529498944291845)]","[('sea', 2), ('buildings', 1)]"
38,38,21921.jpg,forest,0.6666666666666666,1.741921948689295,0.6-0.7,"[('forest', 0.18275216598703992), ('glacier', 0.1799646955623757), ('Unnamed: 0', 0.14009837694175076), ('street', 0.13452206552028656), ('buildings', 0.11022351309657097)]","[('street', 1), ('glacier', 1), ('forest', 1)]"
39,39,24130.jpg,forest,1.0,2.2333561178975487,1,"[('street', 0.3403161563910544), ('mountain', 0.2844972456805408), ('buildings', 0.21145665436051786), ('Unnamed: 0', 0.13442691904492676), ('glacier', 0.09778695274144412)]","[('sea', 2), ('mountain', 1)]"
40,40,22569.jpg,forest,1.0,1.9342064950647897,1,"[('glacier', 0.19636108877602965), ('buildings', 0.17925507621839645), ('forest', 0.15435118257300928), ('mountain', 0.1418836209923029), ('Unnamed: 0', 0.14178499704394198)]","[('glacier', 1), ('buildings', 1), ('sea', 1)]"
41,41,23663.jpg,forest,1.0,2.3663513826637765,1,"[('Unnamed: 0', 0.2479119768831879), ('buildings', 0.24292204156517985), ('mountain', 0.2103503979742527), ('forest', 0.19015602418221533), ('street', 0.17917611077427864)]","[('street', 1), ('glacier', 1), ('sea', 1)]"
42,42,23110.jpg,forest,0.3333333333333333,1.7773961530737392,0.3-0.4,"[('street', 0.17488843807950616), ('mountain', 0.17313765140715984), ('buildings', 0.1573167405440472), ('forest', 0.12312080356059595), ('glacier', 0.10590264302663854)]","[('forest', 2), ('sea', 1)]"
43,43,22540.jpg,forest,1.0,1.7651014433537666,1,"[('mountain', 0.1743199599441141), ('street', 0.17261185101233426), ('buildings', 0.1717135546496138), ('forest', 0.10949856098159216), ('Unnamed: 0', 0.10629046242684126)]","[('sea', 1), ('mountain', 1), ('street', 1)]"
44,44,23879.jpg,forest,1.0,2.335353233234856,1,"[('forest', 0.2594101205468178), ('mountain', 0.2378976624459028), ('glacier', 0.21955889905802906), ('street', 0.1965764428023249), ('buildings', 0.18869180651381606)]","[('mountain', 1), ('buildings', 1), ('street', 1)]"
45,45,23306.jpg,forest,1.0,1.8053543774068892,1,"[('street', 0.16735159451127402), ('mountain', 0.15910650059595355), ('buildings', 0.15031475554860665), ('forest', 0.13192434469237924), ('Unnamed: 0', 0.1230343834922678)]","[('street', 2), ('mountain', 1)]"
46,46,23474.jpg,forest,1.0,1.8709779133008384,1,"[('street', 0.1984049235470593), ('buildings', 0.16921502957120538), ('mountain', 0.1646344543842133), ('glacier', 0.14760225489771986), ('forest', 0.13659229600307302)]","[('mountain', 1), ('glacier', 1), ('buildings', 1)]"
47,47,20800.jpg,forest,1.0,2.2319232475075723,1,"[('buildings', 0.3377043642103672), ('street', 0.2564262794330716), ('mountain', 0.16953330719843507), ('forest', 0.15560840629041195), ('glacier', 0.1330900569446385)]","[('glacier', 1), ('sea', 1), ('mountain', 1)]"
48,48,21317.jpg,forest,0.3333333333333333,1.8728377055518997,0.3-0.4,"[('buildings', 0.1862459387630224), ('forest', 0.18466212134808305), ('glacier', 0.1740317489602603), ('street', 0.1472701970487833), ('mountain', 0.1291523613035679)]","[('forest', 2), ('buildings', 1)]"
49,49,23528.jpg,forest,1.0,2.1118958243227755,1,"[('mountain', 0.214042853564024), ('forest', 0.1901366263628006), ('buildings', 0.18766729821800252), ('glacier', 0.1807626691879705), ('street', 0.16298096982063726)]","[('street', 2), ('mountain', 1)]"
50,50,21459.jpg,forest,1.0,2.6780118638719097,1,"[('buildings', 0.3833201974630356), ('street', 0.3670696821063757), ('mountain', 0.31383632123470306), ('Unnamed: 0', 0.16509767041134182), ('forest', 0.09828613203717396)]","[('mountain', 3)]"
51,51,22144.jpg,forest,1.0,2.1415550755037183,1,"[('buildings', 0.3614099845290184), ('street', 0.2529654009267688), ('mountain', 0.15908279755240073), ('forest', 0.12448123899230268), ('glacier', 0.12218335532816127)]","[('mountain', 2), ('glacier', 1)]"
52,52,22805.jpg,forest,1.0,2.764105326405669,1,"[('mountain', 0.31274421443231404), ('buildings', 0.27395030425395817), ('Unnamed: 0', 0.26249793488750583), ('street', 0.2458686536119785), ('forest', 0.20181693136692047)]","[('glacier', 1), ('street', 1), ('sea', 1)]"
53,53,23299.jpg,forest,0.6666666666666666,1.9149529732588606,0.6-0.7,"[('forest', 0.19499439344508573), ('buildings', 0.17139951908029616), ('glacier', 0.16556744364788756), ('street', 0.15031370054202853), ('mountain', 0.13238998700398952)]","[('glacier', 1), ('forest', 1), ('street', 1)]"
54,54,23070.jpg,forest,1.0,2.027730853785751,1,"[('street', 0.30822397535666823), ('buildings', 0.2426789980381727), ('mountain', 0.1526803673550603), ('glacier', 0.11075795150827616), ('forest', 0.10630091348139104)]","[('glacier', 2), ('sea', 1)]"
55,55,24045.jpg,forest,0.3333333333333333,1.8450185035028557,0.3-0.4,"[('street', 0.22951272502541545), ('buildings', 0.17862404393963516), ('mountain', 0.17764554009772834), ('Unnamed: 0', 0.1192450411617756), ('forest', 0.0931699019856751)]","[('forest', 2), ('mountain', 1)]"
56,56,22434.jpg,forest,1.0,1.3068340931422344,1,"[('street', 0.16940165036794494), ('buildings', 0.10956814708947604), ('glacier', 0.07906000453658635), ('forest', 0.026988540370439296), ('mountain', 0.0005382440969015079)]","[('buildings', 2), ('glacier', 1)]"
57,57,24051.jpg,forest,1.0,1.9459002016233904,1,"[('buildings', 0.23713228472479386), ('street', 0.1997983080818813), ('mountain', 0.17760241031646729), ('Unnamed: 0', 0.11598611797671765), ('glacier', 0.11503073386847973)]","[('mountain', 2), ('street', 1)]"
58,58,22420.jpg,forest,0.6666666666666666,1.8630431648263792,0.6-0.7,"[('forest', 0.2620381923297828), ('glacier', 0.19092007973722505), ('buildings', 0.13266300458781188), ('Unnamed: 0', 0.12759293321869336), ('mountain', 0.11496703323791735)]","[('street', 1), ('forest', 1), ('sea', 1)]"
59,59,21868.jpg,forest,1.0,2.218325344758169,1,"[('buildings', 0.2611984017354132), ('street', 0.25502300969560565), ('mountain', 0.20935645291501714), ('glacier', 0.1697881648656221), ('forest', 0.16086464250400925)]","[('street', 1), ('buildings', 1), ('glacier', 1)]"
60,60,23931.jpg,forest,0.6666666666666666,1.8992023838323941,0.6-0.7,"[('street', 0.18988808803260326), ('buildings', 0.17519310861825946), ('mountain', 0.16659442015225068), ('forest', 0.14887984562665224), ('Unnamed: 0', 0.12792094782344066)]","[('mountain', 1), ('street', 1), ('forest', 1)]"
61,61,23925.jpg,forest,1.0,3.3312880125101585,1,"[('forest', 0.5216805785894394), ('glacier', 0.5038066208362579), ('buildings', 0.2407132387161255), ('street', 0.2028653025627136), ('Unnamed: 0', 0.15625812276266515)]","[('street', 2), ('buildings', 1)]"
62,62,20596.jpg,forest,1.0,1.880707820189326,1,"[('forest', 0.17692531118518673), ('glacier', 0.16895406231924426), ('buildings', 0.1645551100373268), ('Unnamed: 0', 0.1486145646777004), ('mountain', 0.1274459520354867)]","[('sea', 2), ('buildings', 1)]"
63,63,24082.jpg,forest,1.0,1.9590839894275656,1,"[('street', 0.2031987279187888), ('buildings', 0.18039825157029554), ('glacier', 0.17402623500674966), ('mountain', 0.17368879006244242), ('forest', 0.14005418866872787)]","[('mountain', 1), ('buildings', 1), ('sea', 1)]"
64,64,20582.jpg,forest,1.0,2.240219544891258,1,"[('street', 0.35024394627544103), ('mountain', 0.3276774087935337), ('buildings', 0.1855657228261407), ('glacier', 0.10837296745739876), ('forest', 0.09837079483259004)]","[('mountain', 1), ('buildings', 1), ('sea', 1)]"
65,65,21677.jpg,forest,1.0,1.9668683597433896,1,"[('mountain', 0.2229213009995874), ('street', 0.16941015493284795), ('glacier', 0.1549622993916273), ('Unnamed: 0', 0.15332289882644545), ('buildings', 0.1529530731822888)]","[('mountain', 1), ('buildings', 1), ('street', 1)]"
66,66,21105.jpg,forest,0.6666666666666666,1.8746546341463741,0.6-0.7,"[('street', 0.18991760543576675), ('mountain', 0.1722959264589008), ('buildings', 0.15779555256449385), ('glacier', 0.14741710294038055), ('Unnamed: 0', 0.12565529911080375)]","[('mountain', 1), ('forest', 1), ('buildings', 1)]"
67,67,22342.jpg,forest,1.0,1.6925114426359802,1,"[('glacier', 0.18470091465860605), ('forest', 0.18162804562598467), ('buildings', 0.16708429716527462), ('street', 0.10614019446074964), ('mountain', 0.07830399461090565)]","[('sea', 2), ('street', 1)]"
68,68,21139.jpg,forest,1.0,1.9505580659593615,1,"[('forest', 0.2291051670908928), ('street', 0.18181784948683344), ('mountain', 0.17080027074553072), ('buildings', 0.1625596364028752), ('glacier', 0.13249692507088184)]","[('street', 2), ('mountain', 1)]"
69,69,21887.jpg,forest,1.0,2.2151473771533494,1,"[('buildings', 0.2739782528951764), ('street', 0.2679673149541486), ('mountain', 0.2622539296862669), ('forest', 0.1386193161306437), ('glacier', 0.13398261927068233)]","[('glacier', 2), ('sea', 1)]"
70,70,20794.jpg,forest,0.6666666666666666,2.409999647270876,0.6-0.7,"[('forest', 0.32433264004066586), ('street', 0.2509035689581651), ('glacier', 0.23761614505201575), ('buildings', 0.19377882618573491), ('Unnamed: 0', 0.13848946364305448)]","[('buildings', 1), ('street', 1), ('forest', 1)]"
71,71,23289.jpg,forest,0.6666666666666666,1.822079698719208,0.6-0.7,"[('Unnamed: 0', 0.1757245765038533), ('forest', 0.1715796598000452), ('glacier', 0.1671936403727159), ('buildings', 0.12330538024252745), ('street', 0.11770905693992972)]","[('forest', 1), ('sea', 1), ('street', 1)]"
72,72,22197.jpg,forest,0.6666666666666666,1.836552535261083,0.6-0.7,"[('buildings', 0.17715958563348974), ('street', 0.17670546109366114), ('mountain', 0.17033024320153345), ('forest', 0.13176069967448711), ('glacier', 0.11482678120955825)]","[('mountain', 1), ('forest', 1), ('street', 1)]"
73,73,20958.jpg,forest,1.0,2.5262505096991803,1,"[('buildings', 0.43926185369491577), ('street', 0.4232560694217682), ('forest', 0.1762401786254486), ('glacier', 0.1748520626570098), ('mountain', 0.06937860310426912)]","[('glacier', 2), ('buildings', 1)]"
74,74,23276.jpg,forest,1.0,1.9476051448600369,1,"[('mountain', 0.2349454909563065), ('buildings', 0.22677342768292874), ('street', 0.18758825375698507), ('glacier', 0.11999839206691833), ('forest', 0.1128758208360523)]","[('sea', 1), ('buildings', 1), ('mountain', 1)]"
75,75,22626.jpg,forest,0.6666666666666666,2.270228457878955,0.6-0.7,"[('buildings', 0.3499157950282097), ('street', 0.22282571904361248), ('Unnamed: 0', 0.1891703009605408), ('mountain', 0.18560741166584194), ('forest', 0.1190400015329942)]","[('mountain', 2), ('forest', 1)]"
76,76,21529.jpg,forest,1.0,2.3141788067620688,1,"[('forest', 0.3326852172613144), ('glacier', 0.20989474281668666), ('mountain', 0.17569560559786626), ('street', 0.17117168106460667), ('buildings', 0.16988144401420868)]","[('street', 2), ('sea', 1)]"
77,77,20151.jpg,forest,0.3333333333333333,2.6017500447227806,0.3-0.4,"[('street', 0.31924957782030106), ('mountain', 0.2739378493279219), ('buildings', 0.24094592686742544), ('glacier', 0.190183845552383), ('Unnamed: 0', 0.18720227014273405)]","[('forest', 2), ('sea', 1)]"
78,78,20384.jpg,forest,0.6666666666666666,2.2025013989202566,0.6-0.7,"[('forest', 0.2604159247130156), ('street', 0.22076152777299285), ('glacier', 0.20069100393448025), ('mountain', 0.18568491318728772), ('buildings', 0.18280171131482348)]","[('mountain', 1), ('forest', 1), ('street', 1)]"
79,79,22550.jpg,forest,0.6666666666666666,1.9070104217777408,0.6-0.7,"[('buildings', 0.17857733761775307), ('street', 0.1721228651877027), ('glacier', 0.1658227105435799), ('forest', 0.1547708502112073), ('mountain', 0.14013422235439066)]","[('glacier', 1), ('forest', 1), ('sea', 1)]"
80,80,24108.jpg,forest,1.0,1.8586279828000336,1,"[('street', 0.20595878499261744), ('mountain', 0.183462802962822), ('buildings', 0.1749562062032055), ('forest', 0.11966720095369965), ('Unnamed: 0', 0.10891777869983343)]","[('mountain', 1), ('sea', 1), ('street', 1)]"
81,81,23101.jpg,forest,1.0,2.796078210954858,1,"[('mountain', 0.4453900754451752), ('buildings', 0.4409298002719879), ('street', 0.3243192061781883), ('forest', 0.11082415375858544), ('glacier', 0.09628412453457713)]","[('sea', 2), ('mountain', 1)]"
82,82,23698.jpg,forest,1.0,1.9975815523481075,1,"[('glacier', 0.2635872899845708), ('forest', 0.19798773038201034), ('buildings', 0.1733933867781161), ('mountain', 0.1651230589302486), ('street', 0.14124050645477834)]","[('glacier', 1), ('street', 1), ('buildings', 1)]"
83,83,21919.jpg,forest,0.6666666666666666,1.8031857617930245,0.6-0.7,"[('forest', 0.3349580015055835), ('glacier', 0.3090724349021912), ('buildings', 0.060626320773735635), ('street', 0.056661395356059074), ('Unnamed: 0', 0.0489679267629981)]","[('buildings', 1), ('street', 1), ('forest', 1)]"
84,84,20150.jpg,forest,0.6666666666666666,1.8029979025292289,0.6-0.7,"[('street', 0.18960423558019104), ('buildings', 0.18558416492305696), ('mountain', 0.17924042465165255), ('forest', 0.09929727969574742), ('glacier', 0.09841288719326258)]","[('sea', 2), ('forest', 1)]"
85,85,22753.jpg,forest,0.3333333333333333,1.6354385213888047,0.3-0.4,"[('glacier', 0.1765733202919364), ('Unnamed: 0', 0.16472205892205238), ('forest', 0.11367234401404858), ('street', 0.09183352068066596), ('mountain', 0.08448037260677665)]","[('forest', 2), ('sea', 1)]"
86,86,23465.jpg,forest,1.0,3.224517141911152,1,"[('mountain', 0.5167154222726822), ('buildings', 0.3108197944238782), ('forest', 0.2775819931412116), ('glacier', 0.2723739189677872), ('street', 0.1980462344363332)]","[('mountain', 1), ('glacier', 1), ('sea', 1)]"
87,87,24256.jpg,forest,0.6666666666666666,2.1095084148448247,0.6-0.7,"[('glacier', 0.3027320429682732), ('Unnamed: 0', 0.17683254755684175), ('mountain', 0.17487542796880007), ('forest', 0.15813238499686122), ('buildings', 0.13606807129690426)]","[('forest', 1), ('buildings', 1), ('sea', 1)]"
88,88,20756.jpg,forest,0.6666666666666666,1.629383975239436,0.6-0.7,"[('glacier', 0.18115237075835466), ('forest', 0.1806938573718071), ('street', 0.11747739650309084), ('buildings', 0.08355649234727025), ('mountain', 0.08157526282593608)]","[('buildings', 1), ('street', 1), ('forest', 1)]"
89,89,22169.jpg,forest,1.0,2.945933451814983,1,"[('buildings', 0.35652319714426994), ('mountain', 0.3235383227001876), ('street', 0.28316256031394005), ('forest', 0.2576483118464239), ('glacier', 0.2420990871614777)]","[('mountain', 2), ('buildings', 1)]"
90,90,22814.jpg,forest,0.6666666666666666,2.19319558969758,0.6-0.7,"[('street', 0.2763216607272625), ('mountain', 0.2438410758040845), ('buildings', 0.21628523990511891), ('Unnamed: 0', 0.14935004082508385), ('forest', 0.12631997559219602)]","[('sea', 1), ('forest', 1), ('glacier', 1)]"
91,91,23713.jpg,forest,1.0,2.7659507036605633,1,"[('buildings', 0.33331602154066786), ('street', 0.29312995285727084), ('forest', 0.28894326218869537), ('glacier', 0.2346493317163549), ('mountain', 0.21743859397247434)]","[('sea', 1), ('mountain', 1), ('street', 1)]"
92,92,20568.jpg,forest,1.0,2.6210004372618787,1,"[('street', 0.34698571637272835), ('mountain', 0.3357317927002441), ('buildings', 0.21162955649197104), ('Unnamed: 0', 0.19567814071973544), ('glacier', 0.16330976106496564)]","[('mountain', 2), ('sea', 1)]"
93,93,23061.jpg,forest,1.0,1.8171299127812488,1,"[('buildings', 0.15996775667008478), ('street', 0.1555140748678241), ('Unnamed: 0', 0.1432869746495271), ('mountain', 0.14302364992909133), ('glacier', 0.13536445455974902)]","[('glacier', 1), ('sea', 1), ('street', 1)]"
94,94,23088.jpg,forest,0.6666666666666666,2.1105260839754427,0.6-0.7,"[('forest', 0.22231149720028046), ('mountain', 0.18897639587521556), ('buildings', 0.18815277703106406), ('street', 0.16820383025333285), ('glacier', 0.1620875874068588)]","[('glacier', 1), ('forest', 1), ('sea', 1)]"
95,95,21106.jpg,forest,1.0,2.6421361083118455,1,"[('buildings', 0.42113423347473145), ('street', 0.3510112278163433), ('mountain', 0.3412828799337149), ('Unnamed: 0', 0.11536630778573452), ('glacier', 0.08710855431854725)]","[('mountain', 1), ('glacier', 1), ('sea', 1)]"
96,96,22355.jpg,forest,1.0,2.6906301871296527,1,"[('buildings', 0.3220099415630102), ('street', 0.3213575799018145), ('mountain', 0.24813750386238095), ('glacier', 0.19746993901208046), ('forest', 0.17914007371291518)]","[('street', 1), ('sea', 1), ('glacier', 1)]"
97,97,21884.jpg,forest,1.0,1.8792278889645917,1,"[('glacier', 0.2402454376206151), ('forest', 0.19078562792856246), ('buildings', 0.14132765542308334), ('Unnamed: 0', 0.1211499147611903), ('street', 0.11201383435036404)]","[('street', 2), ('buildings', 1)]"
98,98,22427.jpg,forest,0.6666666666666666,2.1186304471788566,0.6-0.7,"[('buildings', 0.2605554477777332), ('street', 0.1975588370114565), ('mountain', 0.16008456773124635), ('glacier', 0.15978453538264148), ('forest', 0.15452372760046273)]","[('street', 1), ('forest', 1), ('mountain', 1)]"
