,forest,buildings,glacier,street,mountain,sea
23306.jpg,0.12303438349226781,0.13192434469237924,0.15031475554860663,0.12055050441995263,0.16735159451127402,0.15910650059595355
23474.jpg,0.08734360570451827,0.136592296003073,0.16921502957120538,0.14760225489771983,0.1984049235470593,0.1646344543842133
20800.jpg,0.10592496820027009,0.15560840629041195,0.3377043642103672,0.1330900569446385,0.2564262794330716,0.16953330719843507
21317.jpg,0.0838635927066207,0.18466212134808302,0.18624593876302242,0.1740317489602603,0.1472701970487833,0.1291523613035679
23528.jpg,0.14294825863908045,0.1901366263628006,0.18766729821800254,0.18076266918797046,0.16298096982063726,0.21404285356402397
21459.jpg,0.16509767041134182,0.09828613203717396,0.3833201974630356,0.09355238580610603,0.3670696821063757,0.31383632123470306
22144.jpg,0.0785361138987355,0.12448123899230268,0.3614099845290184,0.12218335532816127,0.2529654009267688,0.15908279755240073
22805.jpg,0.26249793488750583,0.20181693136692047,0.27395030425395817,0.16993464529514313,0.24586865361197852,0.31274421443231404
23299.jpg,0.12264396040700376,0.19499439344508573,0.17139951908029616,0.16556744364788756,0.15031370054202853,0.13238998700398952
23070.jpg,0.09922400309005752,0.10630091348139104,0.24267899803817272,0.11075795150827616,0.30822397535666823,0.1526803673550603
24045.jpg,0.11924504116177559,0.0931699019856751,0.17862404393963516,0.08543803927022964,0.22951272502541542,0.17764554009772837
22434.jpg,0.0005194380421187361,0.026988540370439296,0.10956814708947604,0.07906000453658635,0.16940165036794497,0.0005382440969015079
24051.jpg,0.11598611797671765,0.11488790716975927,0.23713228472479386,0.11503073386847973,0.19979830808188126,0.17760241031646729
22420.jpg,0.12759293321869336,0.26203819232978276,0.13266300458781188,0.19092007973722502,0.06947986915474758,0.11496703323791735
21868.jpg,0.09324042619719819,0.16086464250400923,0.2611984017354132,0.1697881648656221,0.25502300969560565,0.20935645291501714
23931.jpg,0.12792094782344066,0.14887984562665224,0.17519310861825943,0.11691726185381413,0.18988808803260326,0.16659442015225068
23925.jpg,0.15625812276266515,0.5216805785894394,0.2407132387161255,0.5038066208362579,0.20286530256271362,0.11075621237978339
20596.jpg,0.1486145646777004,0.17692531118518673,0.1645551100373268,0.16895406231924426,0.1247808039188385,0.1274459520354867
24082.jpg,0.0988130634650588,0.14005418866872787,0.18039825157029554,0.17402623500674963,0.2031987279187888,0.17368879006244242
20582.jpg,0.09340926753091594,0.09837079483259004,0.1855657228261407,0.10837296745739877,0.350243946275441,0.3276774087935337
21677.jpg,0.15332289882644545,0.12233068747445941,0.1529530731822888,0.1549622993916273,0.16941015493284795,0.2229213009995874
21105.jpg,0.12565529911080375,0.1135432980954647,0.15779555256449385,0.14741710294038057,0.18991760543576675,0.1722959264589008
22342.jpg,0.04130812734365463,0.18162804562598467,0.16708429716527462,0.18470091465860605,0.10614019446074963,0.07830399461090565
21139.jpg,0.08710711837466079,0.2291051670908928,0.16255963640287519,0.13249692507088184,0.18181784948683344,0.17080027074553072
21887.jpg,0.07060130010393095,0.1386193161306437,0.2739782528951764,0.13398261927068233,0.2679673149541486,0.26225392968626693
20794.jpg,0.13848946364305448,0.32433264004066586,0.19377882618573494,0.23761614505201578,0.2509035689581651,0.12391236216353718
23289.jpg,0.1757245765038533,0.1715796598000452,0.12330538024252746,0.1671936403727159,0.11770905693992972,0.11007376050110906
22197.jpg,0.1062173993586839,0.13176069967448711,0.17715958563348977,0.11482678120955825,0.17670546109366114,0.17033024320153345
20958.jpg,0.05400904228190484,0.1762401786254486,0.43926185369491577,0.1748520626570098,0.4232560694217682,0.06937860310426913
23276.jpg,0.07951987888372969,0.1128758208360523,0.22677342768292874,0.11999839206691831,0.18758825375698507,0.23494549095630646
22626.jpg,0.18917030096054077,0.11904000153299421,0.3499157950282097,0.11627831996884197,0.22282571904361248,0.18560741166584194
21529.jpg,0.151171604137744,0.3326852172613144,0.16988144401420868,0.20989474281668663,0.17117168106460667,0.17569560559786623
20151.jpg,0.18720227014273405,0.1679629657883197,0.24094592686742544,0.190183845552383,0.31924957782030106,0.27393784932792187
20384.jpg,0.08878786079003476,0.26041592471301556,0.18280171131482348,0.20069100393448025,0.22076152777299285,0.18568491318728775
22550.jpg,0.11988478944840608,0.1547708502112073,0.17857733761775307,0.1658227105435799,0.1721228651877027,0.14013422235439066
24108.jpg,0.10891777869983343,0.11966720095369965,0.1749562062032055,0.10127529726014473,0.20595878499261744,0.18346280296282202
23101.jpg,0.06565743777900934,0.11082415375858545,0.4409298002719879,0.09628412453457713,0.3243192061781883,0.44539007544517517
23698.jpg,0.05692248298589675,0.19798773038201034,0.1733933867781161,0.2635872899845708,0.14124050645477837,0.1651230589302486
21919.jpg,0.048967926762998104,0.3349580015055835,0.06062632077373564,0.30907243490219116,0.056661395356059074,0.040262014139443636
20150.jpg,0.09825873095542192,0.09929727969574742,0.18558416492305696,0.09841288719326258,0.18960423558019102,0.17924042465165257
22753.jpg,0.16472205892205238,0.11367234401404858,0.07839595107361674,0.1765733202919364,0.09183352068066597,0.08448037260677665
23465.jpg,0.1135458454482432,0.27758199314121157,0.3108197944238782,0.2723739189677872,0.19804623443633318,0.5167154222726822
24256.jpg,0.17683254755684175,0.15813238499686122,0.13606807129690424,0.30273204296827316,0.12826642335858196,0.17487542796880007
20756.jpg,0.05987130291759968,0.1806938573718071,0.08355649234727025,0.18115237075835466,0.11747739650309086,0.08157526282593608
22169.jpg,0.09575335820591135,0.2576483118464239,0.35652319714426994,0.24209908716147766,0.28316256031394005,0.32353832270018756
22814.jpg,0.14935004082508385,0.126319975592196,0.21628523990511894,0.12091652117669582,0.2763216607272625,0.24384107580408454
23713.jpg,0.10029841642426618,0.28894326218869537,0.33331602154066786,0.23464933171635494,0.29312995285727084,0.21743859397247434
20568.jpg,0.19567814071973544,0.13678266470014933,0.21162955649197102,0.16330976106496564,0.34698571637272835,0.3357317927002441
23061.jpg,0.1432869746495271,0.12450469576288015,0.15996775667008478,0.135364454559749,0.1555140748678241,0.14302364992909133
23088.jpg,0.14787056285422295,0.22231149720028043,0.18815277703106403,0.1620875874068588,0.16820383025333285,0.18897639587521553
21106.jpg,0.11536630778573453,0.08580165053717792,0.42113423347473145,0.08710855431854725,0.3510112278163433,0.34128287993371487
22355.jpg,0.15982904902193695,0.17914007371291518,0.3220099415630102,0.19746993901208043,0.32135757990181446,0.24813750386238098
21884.jpg,0.1211499147611903,0.19078562792856246,0.14132765542308334,0.24024543762061512,0.11201383435036405,0.10461758490055217
22427.jpg,0.15062487486284226,0.15452372760046273,0.2605554477777332,0.15978453538264148,0.1975588370114565,0.16008456773124635
21890.jpg,0.10237182052514981,0.12260707933455706,0.3336501382291317,0.12339540128596127,0.3400285989046097,0.2768696256680414
20556.jpg,0.0689867378641793,0.16038191017651116,0.04059133387636393,0.1770453066274058,0.04685042961500585,0.015024640189949423
23261.jpg,0.10681999581720447,0.11897357169073075,0.17260500940028578,0.17343359926599078,0.2059210804873146,0.1833003874635324
23507.jpg,0.09340489409805741,0.08714351718481339,0.16292976879049093,0.08065331898251316,0.1722628149072989,0.17540577800536994
21310.jpg,0.1618906855583191,0.13353551179170609,0.2622368671000004,0.11170045426115394,0.2606532499194145,0.19897909834980965
20740.jpg,0.08554642321541905,0.08684632513904944,0.2806515898555517,0.09090513503178954,0.32280512154102325,0.22463721595704556
20754.jpg,0.13795381435193121,0.13673887751065195,0.1796794474357739,0.15943077023257501,0.23285484784537402,0.13331870790352696
24254.jpg,0.14127805746829836,0.18128243077717343,0.18790550716221333,0.20250200340524316,0.22407835721969604,0.137050224468112
23498.jpg,0.0817501479468774,0.18420177698135376,0.24643913899490144,0.17526501638349146,0.2620649760683591,0.1259919783915393
23473.jpg,0.12038489303085953,0.14185159164480865,0.36642944626510143,0.15891351271420717,0.3718636855483055,0.18915598653256893
20620.jpg,0.10104092510300688,0.16599002995644696,0.1572028948139632,0.17861162449116819,0.09679071631035185,0.09330893700825982
21933.jpg,0.08331008240566007,0.18574505113065243,0.35788391483947635,0.3103473633527756,0.3316320162266493,0.1696815392933786
22552.jpg,0.09384851876529865,0.2681491142138839,0.16646025654335972,0.18532163882628083,0.17351616096129874,0.1739969828631729
24137.jpg,0.0902678989150445,0.12647370267222868,0.20168640557676554,0.1304832090390846,0.26562200486660004,0.1938770159613341
23116.jpg,0.13767404910868208,0.2200773861259222,0.1711589150945656,0.18052143300883472,0.11226392749631486,0.10190992437128443
21715.jpg,0.09909705724567175,0.1990897231735289,0.1352326046617236,0.1837210743688047,0.06807325683985255,0.0709714915137738
21932.jpg,0.18040427585947327,0.18387805026395654,0.2098440720292274,0.18962464373908006,0.14768519340941566,0.13700848960343137
20147.jpg,0.10677651010337286,0.2709930120036006,0.18471323500853032,0.22157706320285797,0.1928922007791698,0.15955456346273422
22022.jpg,0.13772698019147356,0.13067310683254618,0.18816515640355647,0.13007489645269743,0.1679977389285341,0.15792782392236404
23472.jpg,0.1151287657667126,0.1187126028817147,0.16785734964651056,0.1448343542870134,0.16178064630366862,0.1634445208183024
23499.jpg,0.1549559435025003,0.14793796071899123,0.14275200853626302,0.1763405919773504,0.13989320210816913,0.1034424764625328
24241.jpg,0.10320912226279688,0.1026119424495846,0.1531860423310718,0.08784357365220785,0.17756022028515872,0.1713042493138346
20782.jpg,0.053307205982378036,0.2114034928381443,0.15900241704366636,0.21204866375774145,0.1341823557158932,0.14907015228527598
21885.jpg,0.1038704396050889,0.08423941457294859,0.32944294437766075,0.08559892725315876,0.47083917260169983,0.1721523971937131
20225.jpg,0.14915548002318246,0.17372369050281122,0.2996336367832555,0.147600581869483,0.22538194569642656,0.27278623732399865
21852.jpg,0.19516784319421276,0.2459239661693573,0.18283813819289207,0.37633273378014565,0.17650560848414898,0.2331212591379881
20242.jpg,0.07778376636269968,0.19736101699527353,0.2630849340930581,0.2221295351628214,0.32784342020750046,0.13806484948145226
23987.jpg,0.10753989902150352,0.12078624404966831,0.2566219105501659,0.09875534009188414,0.2243347064795671,0.19654033282859018
23011.jpg,0.11023231199942529,0.29367935028130887,0.19034052547067404,0.1774060516327154,0.20778603805229068,0.3031705188914202
21612.jpg,0.10265910992166027,0.13293537858407944,0.34982763696461916,0.12033445085398853,0.2911031162366271,0.155315101146698
20929.jpg,0.10529852195759304,0.22102263290435076,0.25723370572086424,0.2640336070180638,0.12496236572042108,0.17287503834813833
24226.jpg,0.1067491774156224,0.09119390521664172,0.27001551366993226,0.08819765385123901,0.22876481100684032,0.17404753877781332
22125.jpg,0.16370953927980736,0.38139450550079346,0.15450388519093394,0.4190840572118759,0.14381981757469475,0.15151968551799655
22643.jpg,0.058385766358696856,0.17503089093224844,0.24408175703138113,0.16417362345964648,0.2660980671644211,0.21677241887664422
23575.jpg,0.07741737264950643,0.20324497684487142,0.31698353588581085,0.1382202672539279,0.49720172584056854,0.2859150869771838
21362.jpg,0.17249984430964105,0.12234541843645275,0.30307228630408645,0.15300461917649955,0.3028694491367787,0.12180153653753223
23207.jpg,0.16338352672755718,0.20065502915531397,0.2637964552268386,0.18434712989255786,0.21179521456360817,0.19602375477552414
22092.jpg,0.14633364134351723,0.18251162895467132,0.1315457687014714,0.23843203869182616,0.13213145922054537,0.14178270753473043
20685.jpg,0.13723273138748482,0.17199954905663617,0.13389964029192924,0.16938316490268335,0.1706719424109906,0.11982207547407597
20134.jpg,0.10928193368875938,0.10966315404448324,0.19555940604886857,0.11774723465714487,0.21760372404651207,0.1645476818731595
22723.jpg,0.09614606900140643,0.18658815324306488,0.1835892009548843,0.1999161671847105,0.21764725629327586,0.2110743708908558
20108.jpg,0.16536057207849808,0.33989099762402475,0.33382219448685646,0.19527380145154893,0.22444365918636322,0.08872090058866888
23373.jpg,0.07955207319650981,0.0973797676851973,0.16355836954971892,0.0991268930665683,0.17960169779235002,0.16387116786791012
23818.jpg,0.11600763001479208,0.17140095960348845,0.19933554297313094,0.22773604094982147,0.22182876407168806,0.19126329710707068
20450.jpg,0.07991260210837936,0.2990870162611827,0.32446495187468827,0.3019267241470516,0.2236974536208436,0.14453678712015972
22247.jpg,0.11811626824783161,0.12325827730819583,0.17365226848050952,0.15047038439661264,0.1730049846228212,0.15826010017190129
20322.jpg,0.10509406627897988,0.10599396288489515,0.21099635772407055,0.10206609457964078,0.2779844696633518,0.1736497322563082
24178.jpg,0.16029007639735937,0.14203466768958606,0.31104037910699844,0.16344671818660572,0.24601451284252107,0.1316026970744133
21001.jpg,0.10647817328572273,0.10966558748623356,0.36103829741477966,0.11494393675820902,0.365872997790575,0.17119921592529863
24145.jpg,0.14695404511439847,0.17644998675677925,0.11543339487252524,0.1908382256515324,0.10073728002134885,0.12202095780230593
21798.jpg,0.0983359808451496,0.1203532078070566,0.1891493136936333,0.1398508558049798,0.16742316354066133,0.16677787876687944
22050.jpg,0.09611799560389045,0.16689543075335678,0.31839165593555663,0.13791676564142108,0.32145046630193974,0.14068182101618731
22093.jpg,0.15349589634570293,0.1098807567032054,0.1582303992472589,0.11032368615269661,0.17834952694829553,0.17209418345009908
22087.jpg,0.21872137673199177,0.20264704152941704,0.16538278525695205,0.2545108553022146,0.2038487121462822,0.19748765602707863
23560.jpg,0.055778327892767265,0.20927284279605374,0.16072629624977708,0.19353969919029623,0.11850822786800563,0.1020648404955864
20900.jpg,0.14555048861075193,0.12271688872715458,0.1458183772629127,0.1653099491231842,0.18986762268468738,0.17409493678133003
20082.jpg,0.08220168575644493,0.2643828019499779,0.20177720114588737,0.21388168260455132,0.16060887672938406,0.15138839930295944
23979.jpg,0.12381654595799318,0.15618682513013482,0.18005794391319796,0.14699704200029373,0.19337023400703401,0.1815502674671734
20533.jpg,0.05571265518665314,0.18340229149907827,0.051011278526857495,0.20413561165332794,0.025481949269305915,0.01623422186821699
23984.jpg,0.1629471528576687,0.14477376197464764,0.26278483495116234,0.14388791273813695,0.29311047308146954,0.19088295847177505
24033.jpg,0.11932332304422744,0.12441407237201929,0.24268398858839646,0.1430804179981351,0.22995577612891793,0.29371065192390233
23760.jpg,0.28547979033828597,0.08956838463200256,0.18239631404867396,0.12561772903427482,0.31318618546356447,0.1694532132241875
21177.jpg,0.09953269072138937,0.10876374268536892,0.25082516700422275,0.12289291809429415,0.1980577338981675,0.1787496864235436
20916.jpg,0.16723315586568788,0.17149474116740748,0.17057957127690315,0.17657219144166447,0.2442985102534294,0.0638175344793126
20731.jpg,0.11083326730295084,0.10290741946664639,0.2809321070089936,0.10155748063698411,0.36198469810187817,0.18109877523966134
21375.jpg,0.13348956661502598,0.19201545044779778,0.1960186050273478,0.1693250294192694,0.1714339444442885,0.17701884772395715
20686.jpg,0.13921415735967457,0.16142516187392175,0.3184533128514886,0.1715971053345129,0.2328023836016655,0.12720576906576753
23402.jpg,0.13840740447631106,0.1275902099441737,0.2943299056496471,0.1384628762025386,0.22640071040950716,0.15509783406741917
22293.jpg,0.10519658704288304,0.14363287668675184,0.17243717971723527,0.14862500608433038,0.15676846564747393,0.19258032902143896
21956.jpg,0.15211998036829755,0.2020620409748517,0.28719973391707754,0.1808344622841105,0.3065030817051593,0.1178580462874379
20447.jpg,0.09701953882176895,0.1116437055170536,0.17782428208738565,0.10387147031724453,0.24135322496294975,0.17215601043426432
21765.jpg,0.1210778570803086,0.16943026893932256,0.28787048207595944,0.17630174958560474,0.28119170293211937,0.09614192665321752
23600.jpg,0.14854324272528174,0.24519501626491547,0.1063988150563091,0.20469254651106894,0.06704001594334841,0.0734724123030901
21016.jpg,0.08178662008140236,0.10968652652809396,0.16239465445869428,0.09867580671561882,0.17687533480057027,0.1583759510156142
23167.jpg,0.09062419216934359,0.3513430395978503,0.31816821661777794,0.2770634335465729,0.2841911132563837,0.1195355738454964
21994.jpg,0.16671668293929542,0.17229495908941317,0.05557586159557104,0.15898968301553396,0.08091564307687804,0.04997319565154612
22286.jpg,0.11133871935817297,0.28451186633174075,0.19625126477330923,0.2430078059041989,0.25887588574551046,0.16388556268066168
20485.jpg,0.11799843306653202,0.12169298595108557,0.24630861333571374,0.13401679502567276,0.3200322054326534,0.14898217091104016
22709.jpg,0.12260182489990257,0.13651767518240376,0.2113566566258669,0.14265684891142882,0.24410006450489163,0.16220239715767093
23371.jpg,0.16895855008624494,0.15706220146967098,0.22597872093319893,0.17617135902037262,0.20795577764511108,0.1903734334046021
20650.jpg,0.12031139474129304,0.1464077389355225,0.3591693043708801,0.16501277333009057,0.32268088962882757,0.14533894329724717
20136.jpg,0.12073805762338452,0.15458972105989233,0.27098101656883955,0.14224746287800372,0.41549402475357056,0.21435011457651854
20718.jpg,0.1515567982569337,0.1524886927800253,0.3617979809641838,0.15658575599081814,0.2947803810238838,0.3527059853076935
20056.jpg,0.07064758907654323,0.14840973517857492,0.41685155034065247,0.16508098725171294,0.3315838109701872,0.2653564758002176
20095.jpg,0.12114287750591757,0.1742260599276051,0.1622856904832588,0.14316067355684936,0.1596062357439223,0.1558807543333387
21604.jpg,0.09041282850375865,0.13897343119606376,0.3002881407737732,0.1545566802378744,0.3116698581725359,0.15375920198857784
22331.jpg,0.14454300669058284,0.13310688547426253,0.17735517537221313,0.16990141063706687,0.14169834135100245,0.13309016973971666
22490.jpg,0.13822344797517871,0.18937884899787605,0.292173518348136,0.24669606797397137,0.3023404091654811,0.30644060280610574
23981.jpg,0.15720287250587717,0.13447991544308024,0.325287576764822,0.13170663370692637,0.27234585693804547,0.15360275097191334
22862.jpg,0.11774342937860638,0.09891310275997967,0.3407362406142056,0.09724744048435241,0.3124612136743963,0.16973936499562114
20091.jpg,0.15886084973783454,0.16117522376589477,0.17970510880695656,0.18854068056680262,0.23339141136966646,0.08754125754057895
23598.jpg,0.224591295234859,0.14812400937080383,0.2664969670586288,0.28923431783914566,0.26392095163464546,0.35817665606737137
23567.jpg,0.05015542620094493,0.17146150895860046,0.2901094788685441,0.17251729784766212,0.2494175499305129,0.08159104335936718
24234.jpg,0.10174115469999379,0.16570575314108282,0.27690936997532845,0.1705487936269492,0.21328779123723507,0.23519115149974823
21358.jpg,0.13737748196842858,0.2564214941121463,0.09863085555844009,0.20444755698554218,0.0690514556481503,0.048096205573529005
24220.jpg,0.13493986228422727,0.16688275604974478,0.028829702641814947,0.17879814523621462,0.04910547751933336,0.011804523004684597
23407.jpg,0.10090529987064656,0.13618490545195527,0.20114346184709575,0.1506622187444009,0.2077504048265837,0.12193981790915132
22731.jpg,0.08447066089138389,0.16723375488072634,0.23757079988718033,0.22371082415338606,0.18790588527917862,0.15289878472685814
21238.jpg,0.11121940799057484,0.15349307376891375,0.1938272900879383,0.1825591209344566,0.19570221938192844,0.21870100498199463
21947.jpg,0.007036266339127906,0.09911684901453555,0.024788229311525356,0.13507599150761962,0.016824689111672342,0.0116056595070404
21990.jpg,0.1541976636799518,0.17337397902156226,0.19471219554543495,0.17814563889987767,0.22778123803436756,0.07133428705856204
20330.jpg,0.2658264567144215,0.2388228727504611,0.3191899545490742,0.19532937700569164,0.3056386932730675,0.19908224418759346
21991.jpg,0.050421980500686914,0.17778365407139063,0.21422087168321013,0.15050678991246969,0.16146716615185142,0.12889541842741892
24143.jpg,0.07155675146350404,0.3273552996106446,0.22043438942637295,0.31578086875379086,0.2269456337671727,0.17943456285865977
20319.jpg,0.04663963779103142,0.27067912369966507,0.129873144596786,0.3193108285777271,0.09915113969964295,0.10084381739943638
22268.jpg,0.08576501179777551,0.16072740033268929,0.20426300203507708,0.15787182142958045,0.1745649832350864,0.16278341142424324
23406.jpg,0.1363199662741863,0.15839096787385643,0.15517115477268817,0.1565214900765568,0.1526245323857438,0.13869509793585166
23360.jpg,0.11598608879648964,0.17199965380132198,0.17580468009691685,0.18754350300878286,0.20551857782993466,0.15836947760544717
22917.jpg,0.08158841793382976,0.3140856879763305,0.1507647565431398,0.20797635207418352,0.1478092704996925,0.14960148052341538
22136.jpg,0.17374452459989698,0.14539982129645068,0.21899323910474777,0.16670969453116413,0.25966691272333264,0.11221924383426085
21371.jpg,0.12223795437603258,0.2047424279153347,0.3247322738170624,0.23901049606502056,0.31818102300167084,0.33697250485420227
22446.jpg,0.12902585806295974,0.13293264294043183,0.15749186317407293,0.20111776702106,0.18061236108769663,0.16612318874103948
22308.jpg,0.07292781060823472,0.17715105776733253,0.15409889444708824,0.16208570006710943,0.19655096053611487,0.10452673773397692
23764.jpg,0.122159362793127,0.1455144714564085,0.20989152279344125,0.09280702844262123,0.19230842095385015,0.22105460953889633
21198.jpg,0.13453569889861683,0.16674684204008372,0.2929850546643138,0.17345910955555155,0.3174435421824455,0.10102226136950776
21818.jpg,0.11663457844406366,0.1845421917969361,0.48997193574905396,0.21779561322182417,0.3101706951856613,0.062348410952836275
22336.jpg,0.09948365919990465,0.10484818377881311,0.3162010220112279,0.11283764889230952,0.1784032939467579,0.3382246532419231
20938.jpg,0.1590655070426692,0.12637449777685106,0.15934569602904958,0.1483904286287725,0.15022826345375506,0.13439850983127144
21373.jpg,0.08445559713618422,0.12462580271221668,0.2589973583817482,0.1128517217875924,0.3850467652082443,0.16932788557824097
21207.jpg,0.12392001366242766,0.15164645854383707,0.17494212463498116,0.12803204893134534,0.17996762599796057,0.16974677704274654
23376.jpg,0.11099418619414791,0.3402615999802947,0.07540354080265388,0.26831194551778026,0.04174006715766154,0.03941649931948632
23160.jpg,0.12884460657369345,0.13467142812442034,0.2848894074559212,0.1552684565540403,0.3578607067465782,0.23914077877998352
23148.jpg,0.1382702264636464,0.14620285155251622,0.29355281963944435,0.14407547888549743,0.20120634883642197,0.1516216631353018
22243.jpg,0.17542522388976067,0.117254754062742,0.2968036010861397,0.1365322832716629,0.31061839312314987,0.15277287922799587
23613.jpg,0.15262136069941334,0.12784209911478683,0.3181427917443216,0.14973157105850987,0.2946925777941942,0.14435837068594992
23161.jpg,0.11546391921001486,0.30338508635759354,0.1980153944750782,0.2650332502089441,0.34342256269883364,0.293072278611362
22280.jpg,0.09863440179469762,0.09338015598768834,0.15710268519433157,0.11642615537857637,0.17603621590387775,0.16856385040591704
21979.jpg,0.12959435478296655,0.13981752831023186,0.2768457751881215,0.16699916310608387,0.20659372815862298,0.14900012500584126
21206.jpg,0.10578403805266134,0.1573766306100879,0.18196718394756317,0.1750642431579763,0.11902199583710171,0.0991494738846086
23377.jpg,0.10075960398535244,0.19327332405373454,0.12607692887831945,0.18197565618902445,0.05642160266870633,0.061028049371088855
